Student ID,Date,Time,Paid Course(Yes/No),Email,Date sent,Payment,Payment Receipt Sent,How and where did you hear about this course?,Country,City,Gender,Age,University/College,Comp_Prog_Degree,University/College Name,Discipline of Degree,Foundational_course in DS_Eco_stat_CS,Programming languages,PW_Exp_DS_ML,Primary Reason for taking this course?,PF_Edu_R,PF_EDU_Python,PW_Exp_R,PW_Exp_Python,P_Edu_R,P_Edu_Python,LinkedIn Account,feedback/comments
194,2022-08-25,15:36:06,No,Sent,2022-08-26,Pending,No,Linkedin,PAKISTAN,RAWALPINDI,Male,23,Yes,Masters,Szabist Islamabad,MS DATA SCIENCE,ALL OF THEM,PYTHON,Learner (1 Year or Less),To learn advance level industrial work and can contribute to the industry.,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
195,2022-08-31,04:41:41,No,Sent,2022-08-31,Paid,Yes,Through friend,PAKISTAN,KARACHI,Female,23,No,Bachelors,IBA,BS ECONOMICS AND MATHEMATICS,ALL OF THEM,R AND PYTHON,Beginner (0 Years),"I want to polish my analytical skills in data science and business analytics background. I am a data driven person who have a keen interest in learning about softwares. This is an ideal opportunity for me to tap in this world, and utilize my knowledge in best possible way. ",Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),YES,"Excited to get onboard, also I would like to know what will be the workload like. "
196,2022-08-25,17:20:24,No,Sent,2022-08-26,Pending,No,University Friend,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,IBA,BSCS,COMPUTER SCIENCE,PYTHON AND JAVA,Beginner (0 Years),Wanna learn data science and want to enroll my self in computer science world,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,Nop
197,2022-08-26,04:31:39,No,Sent,2022-08-26,Pending,No,Someone in my connections posted about this opportunity on LinkedIn.,PAKISTAN,GUJRAT,Female,24,No,Bachelors,University of Gujrat,SOFTWARE ENGINEERING,ALL OF THEM,"PYTHON, R",Learner (1 Year or Less),I am a fresher in data science looking for an opportunity to enhance my technical skills and this course is an opportunity like none other to be a professional. Where we are first being taught and then internships are being offered on successful completion of the course.,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
198,2022-08-26,06:20:54,No,Sent,2022-08-26,Pending,No,Whatsapp,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,Sir Syed University,SOFTWARE ENGINEERING,DATA SCIENCE,PYTHON,Beginner (0 Years),Interesting,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),NO,No comments
199,2022-08-26,07:18:01,No,Sent,2022-08-26,Pending,No,Whatsapp,PAKISTAN,KARACHI,Male,28,Yes,Bachelors,Sir Syed University Of Engineering and Technology,COMPUTER ENGINEERING,STATISITICS,JAVA,Beginner (0 Years),better understanding,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
200,2022-08-26,07:27:58,No,Sent,2022-08-26,Pending,No,Friend,PAKISTAN,KARACHI,Female,24,No,Bachelors,Sir Syed University of Engineering and Technology,BS( SOFTWARE ENGINEERING),DATA SCIENCE,PYTHON,Learner (1 Year or Less),"Because I found that everything, every technology and every invention like metaverse is based on data . And I have learned things about data science from online resources such as bootcamp.com. And I want to perceive data science as a career. So I want to take this course to start my career as a data engineer or data scientist. ",Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),YES,"If this course is paid.  Then let me know, want to take it . Thank you. "
201,2022-08-26,11:39:44,Yes,Sent,2022-08-26,Pending,Yes,A friend,PAKISTAN,ISLAMABAD,Male,23,Yes,Bachelors,Quaid e Azam University Islamabad,BS STATISTICS,STATISITICS,R,Learner (1 Year or Less),I want to improve my knowledge and skills and get experience in the field of Data Science,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,Looking forward to hearing from you.
202,2022-08-26,13:22:43,No,Sent,2022-08-26,Pending,No,From university group.,PAKISTAN,KARACHI,Female,21,Yes,Bachelors,IBA,COMPUTER SCIENCE,ALL OF THEM,PYTHON BUT WANT TO LEARN R,Learner (1 Year or Less),To develop and polish my skills more,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
203,2022-08-26,15:40:11,No,Sent,2022-08-26,Pending,No,Social Network,PAKISTAN,KARACHI,Male,20,Yes,Bachelors,University of Karachi,COMPUTER SCIENCE,COMPUTER SCIENCE,"PYTHON, C++ AND JS",Beginner (0 Years),Professional development,Learner (1 Year or Less),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
204,2022-08-26,16:08:27,No,Sent,2022-08-26,Pending,No,From a whatsapp group of my University,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,IBA,BSC COMPUTER SCIENCE,COMPUTER SCIENCE,JAVA,Beginner (0 Years),Learning and Internship,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
205,2022-08-26,21:28:27,Yes,Sent,2022-08-26,Maybe,No,Uzair Aslam,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,IBA,BBA,DATA SCIENCE,NONE,Beginner (0 Years),Learning data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
206,2022-08-27,04:45:19,Yes,Sent,2022-08-27,Pending,No,LinkedIn,PAKISTAN,NOWSHERA,Male,21,Yes,Bachelors,University of Technology,BSC INFORMATION ENGINEERING TECH,ALL OF THEM,PYTHON,Learner (1 Year or Less),"Being an aspiring data scientist, I want to learn new things in the field of Data Science and Artificial Intelligence. Love with data and it's manipulation is my favorite hobby. ",Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
207,2022-08-24,12:48:11,Yes,Sent,2022-08-24,Paid,Yes,Linkedin,PAKISTAN,KARACHI,Male,23,No,Bachelors,NED University,AUTOMOTIVE ENGINEERING,DATA SCIENCE,PYTHON,Beginner (0 Years),I am switching my career into Data Sciences,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
208,2022-08-27,11:34:06,No,Sent,2022-08-27,Pending,No,Referral,PAKISTAN,KARACHI,Male,25,Yes,Masters,NED University of Engineering and Technology,ARTIFICIAL INTELLIGENCE,ALL OF THEM,PYTHON,Learner (1 Year or Less),Advancement in Career,Intermediate (2-3 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
209,2022-08-27,13:12:07,Yes,Sent,2022-08-27,Maybe,No,I was searching for Data Science Internships on Linkedin,PAKISTAN,ISLAMABAD,Male,21,Yes,Bachelors,Virtual University of Pakistan,SOFTWARE ENGINEERING,ALL OF THEM,PYTHON AND R,Intermediate (2-3 Years),"Actually, I was looking for an internship or a fresher job opportunity in Data Science, So I heard about this opportunity. I am well aware about the concepts of data science (particularly Machine Learning) and have been doing freelancing for almost two years.",Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),YES,No comments
210,2022-08-25,14:13:07,Yes,Sent,2022-08-26,Paid,No,LinkedIn,PAKISTAN,KARACHI,Male,27,No,Bachelors,University of Malaya,BACHELORS OF CHEMICAL ENGINEERING,DATA SCIENCE,"R, PYTHON",Learner (1 Year or Less),Develop professional skills in Data Science,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
211,2022-08-28,04:23:29,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,KARACHI,Female,24,Yes,Masters,NED University of Engineering and Technology,MS IN DATA SCIENCE,ALL OF THEM,PYTHON,Beginner (0 Years),To excel my career in my dreamed Field,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
212,2022-08-28,04:34:44,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,ABBOTTABAD,Female,31,No,Masters,COMSATS University Islamabad (Abbottabad campus),MATHEMATICS,COMPUTER SCIENCE,PYTHON,Beginner (0 Years),Learn more about data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),NO,No comments
213,2022-08-28,04:38:32,No,Sent,2022-08-28,Pending,No,Facebook group,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,Paf Kiet,COMPUTER SCIENCE,DATA SCIENCE,PYTHON,Learner (1 Year or Less),Hand on experiance,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
214,2022-08-28,05:07:09,Yes,Sent,2022-08-28,Maybe,No,Social media,PAKISTAN,PESHAWAR,Male,28,Yes,Bachelors,University of Engineering and Technology Peshawar,ELECTRICAL ENGINEERING,DATA SCIENCE,PYTHON,Learner (1 Year or Less),Want to learn more,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),YES,No comments
215,2022-08-28,05:36:22,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,ISLAMABAD,Male,27,Yes,Masters,Concordia University Montreal ( joining this fall),PHD IN BUILDING ENGINEERING,DATA SCIENCE,PYTHON,Learner (1 Year or Less),To get myself well acquainted with this field,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
216,2022-08-28,05:44:47,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,RAWALPINDI,Male,22,Yes,Bachelors,International Islamic university,INFORMATION TECHNOLOGY,DATA SCIENCE,PYTHON,Beginner (0 Years),To gain knowledge,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),YES,No comments
217,2022-08-28,06:03:15,No,Sent,2022-08-28,Pending,No,From Kaggle Community Pakistan Group on Facebook,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,Sir Syed University of Engineering & Technology,BS COMPUTER ENGINEERING,DATA SCIENCE,PYTHON,Intermediate (2-3 Years),For Grab the Internship,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Intermediate (2-3 Years),YES,Good Job.
218,2022-08-28,06:43:04,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,JARANWALA,Female,23,Yes,Masters,Government college university faislabad,COMPUTER SCIENCE,STATISITICS,PYTHON,Learner (1 Year or Less),Wanted to learn advance knowledge about machine learning,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
219,2022-08-28,06:48:52,No,Sent,2022-08-28,Pending,No,Facebook,BANGLADESH,KUSHTIA,Male,23,Yes,Bachelors,"Islamic University, Bangladesh",BSC(ENGINEER) IN INFORMATION & COMMUNICATION TECNOLOGY,ALL OF THEM,PYTHON,Intermediate (2-3 Years),I want learn more.,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),YES,If you count me for this program and five me full free scholarship i will give you service in future.
220,2022-08-28,08:53:44,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,NOWSHERA,Male,22,Yes,Bachelors,University Of Technology Nowshera,INFORMATION TECHNOLOGY,ALL OF THEM,PYTHON,Learner (1 Year or Less),To showcase My educational skills in the market. And it is compulsory for my education,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,Everything is fibe except the Fees. It should be free. Cause from 10 Learner's u can get 2gems for ur organization
221,2022-08-28,09:11:12,Yes,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,ABBOTTABAD PAKISTAN,Male,26,Yes,Bachelors,National University of Sciences and technology Pakistan,GEO INFORMATICS ENGINEERING,COMPUTER SCIENCE,PYTHON,Learner (1 Year or Less),Understanding of data science concepts,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
222,2022-09-01,14:09:27,No,Sent,2022-08-24,Paid,Yes,Through a friend on LinkedIn,PAKISTAN,KARACHI,Female,22,No,Bachelors,IBA,ECONOMICS AND MATHEMATICS,ECONOMETRICS,R,Beginner (0 Years),To learn data science skills,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),YES,Excited to learn
223,2022-08-28,11:35:53,No,Sent,2022-08-28,Pending,No,Social Media,PAKISTAN,KARACHI,Male,33,Yes,Bachelors,University of Karachi,BACHELORS OF COMMERCE,NONE OF THEM,NONE,Beginner (0 Years),I want to learn this programme to get better opportunity for me and the future of my family.,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,No comments
224,2022-08-28,12:31:38,No,Sent,2022-08-28,Pending,No,Social media,PAKISTAN,PESHAWAR,Male,23,Yes,Bachelors,University of engineering and technology Peshawar,COMPUTER SYSTEM ENGINEERING,DATA SCIENCE,PYRHON C++,Learner (1 Year or Less),Enhanced my knowledge,Intermediate (2-3 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),NO,No comments
225,2022-08-28,12:59:20,No,Sent,2022-08-28,Pending,No,Facebook,PAKISTAN,CHAKWAL,Female,39,No,Masters,Virtual university of pakistan,COMPUTER SCIENCE,DATA SCIENCE,NONE,Beginner (0 Years),Learn new skill,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),NO,No comments
226,2022-08-28,14:34:13,No,Sent,2022-08-28,Maybe,No,Facebook,PAKISTAN,ISLAMABAD,Male,28,Yes,Masters,Capital University,ELECTRICAL ENGINEERING,ALL OF THEM,"PYTHON , JS",Learner (1 Year or Less),Career path in data science,Advanced (4+),Advanced (4+),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),NO,Kindly select me
227,2022-08-28,14:49:38,Yes,Sent,2022-08-28,Pending,No,In a facebook group,GERMANY,KOLN,Male,25,Yes,Bachelors,University of Engineering and Technology Taxila,MECHANICAL ENGINEERING,DATA SCIENCE,PYTHON,Learner (1 Year or Less),I want to expand my knowledge skills and want to understand the intricacies of Data Science in order to get a job or internship in the field of Data Science,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
228,2022-08-28,23:11:44,No,Sent,2022-08-29,Pending,No,Kaggle Community Pakistan,CANADA,GUELPH,Male,37,No,Bachelors,"University OF South Asia, Lahore",TELECOMMUINCATION,COMPUTER SCIENCE,PYTHON,Beginner (0 Years),To Learn Data Science and Machine Learning,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),NO,No comments
229,2022-08-29,04:52:48,No,Sent,2022-08-29,Paid,No,FROM FRIENDS AND SENIORS,PAKISTAN,KARACHI,Female,19,Yes,Bachelors,INSTITUTE OF BUISNESS ADMINISTRATION KARACHI,COMPUTER SCIENCE,COMPUTER SCIENCE,NONE,Beginner (0 Years),BECAUSE I WANT TO PURSUE MY CAREER IN DATA SCIENCE,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,I AM VERY INTERESTED IN THIS PLATFORM TO LEARN ABOUT IT.  IT WILL GIVE ME A DIRECTION TOWARDS MY GOAL.
230,2022-08-29,07:34:35,No,Sent,2022-08-29,Pending,No,Facebook Group,PAKISTAN,"BATKHELA, MALAKAND",Male,23,Yes,Masters,University of Malakand,COMPUTER SCIENCE,NONE OF THEM,"PYTHON, JAVASCRIPT",Learner (1 Year or Less),Perusing career as a Data scientist,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
231,2022-08-22,10:12:24,No,Sent,2022-08-27,Paid,Yes,Facebook group,PAKISTAN,ISLAMABAD,Male,30,No,Masters,LUMS,BUSINESS ADMINSITRATION,COMPUTER SCIENCE,NONE,Beginner (0 Years),I want to understand the field of data science and machine learning,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,_
232,2022-08-29,17:57:41,No,Sent,2022-08-31,Pending,No,I am searching courses for data science.,SWEDEN,GOHENBERG,Female,34,Yes,PhD,University of Skövde,INFORMATICS,ALL OF THEM,PYTHON . R,Learner (1 Year or Less),Professional  grooming,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),NO,No comments
233,2022-08-29,18:12:30,No,Sent,2022-08-31,Pending,No,Fb group,PAKISTAN,ISLAMABAD,Male,24,No,Bachelors,Arid university Rawalpindi,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,DATA SCIENCE,"PYTHON, JAVA, R ",Learner (1 Year or Less),To enhance my skills in Data Science,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
234,2022-08-31,03:32:21,No,Sent,2022-08-31,Pending,No,Facebook,PAKISTAN,MULTAN,Male,22,Yes,Bachelors,Pak-Austria Fachhochschule Institute of Applied Sciences and Technology,BS COMPUTER SCIENCE,COMPUTER SCIENCE,"C++, PYTHON",Learner (1 Year or Less),Building skillset in emerging technologies,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Learner (1 Year or Less),YES,Not any
235,2022-08-24,10:45:45,Yes,Sent,2022-08-24,Paid,Yes,University forum,PAKISTAN,ISLAMABAD,Male,22,No,Bachelors,Lahore University of Management Sciences,ECONOMICS AND POLITICAL SCIENCE,ECONOMETRICS,NONE,Learner (1 Year or Less),Want to develop skills in data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
236,2022-08-31,05:15:57,No,Sent,2022-08-31,Pending,No,Advertisement was shared in Kaggle Group on Facebook,SAUDI ARABIA,HAIL,Female,37,No,Bachelors,GIFT University,BSCS,DATA SCIENCE,"PYTHON, JAVA",Learner (1 Year or Less),I have interest and want to opt the profession as a Data Scientist,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
237,2022-08-25,16:25:45,Yes,Sent,2022-08-26,Paid,Yes,Soical media,PAKISTAN,SHEIKHUPURA,Male,22,No,Bachelors,Quaid e Azam university Islamabad,BSC (HONS) STATISTICS,STATISITICS,"R ,JAVA",Learner (1 Year or Less),For gain skills,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),YES,This is very effective and very useful to gain knowledge about data science and machine learning and very useful to gain skills
238,2022-08-31,12:29:37,No,Sent,2022-08-31,Pending,No,Friend,PAKISTAN,JAMSHORO,Male,21,Yes,Bachelors,Mehran University of Engineering and Technology Jamshoro,COMPUTER SYSTEMS ENGINEERING,NONE OF THEM,PYTHON,Learner (1 Year or Less),"To Develop my Skill, Learn and know about new technology and freelanccing",Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
239,2022-08-31,19:12:08,No,Sent,2022-09-01,Pending,No,Facebook,TUNISIA,ARIANA,Male,23,Yes,Masters,National school of engineering of tunis,INDUSTRIAL,ALL OF THEM,R PYTHON,Learner (1 Year or Less),Because i want to continue my career in this field,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
240,2022-09-01,09:48:19,No,Sent,2022-08-24,Paid,No,Whatsapp,PAKISTAN,D.I.KHAN,Male,40,Yes,PhD,Gomal University,COMPUTER SCIENCE,DATA SCIENCE,PYTHON,Beginner (0 Years),To apply my Data Science knowledge.,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
241,2022-09-01,12:31:54,No,Sent,2022-08-24,Paid,No,linkedin,PAKISTAN,ISLAMABAD,Male,26,No,Bachelors,UAAR,BS GIS,COMPUTER SCIENCE,PYTHON,Learner (1 Year or Less),GIS + AI = GEOAI,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,AWESOME
242,2022-09-01,13:25:02,No,Sent,2022-08-24,Paid,No,Linkedin,PAKISTAN,KARACHI,Male,23,No,Bachelors,University of sindh,BCS,DATA SCIENCE,PYTHON,Learner (1 Year or Less),This is my goal & i love to work in this field,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
243,2022-08-24,08:40:17,Yes,Sent,2022-08-24,Paid,Yes,By a friend,PAKISTAN,LAYYAH,Female,21,No,Bachelors,Quaid e Azam University.Islamabad,STATISTICS,STATISITICS,R AND PYTHON,Beginner (0 Years),Learning about Python and R,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
244,2022-09-03,08:03:36,No,Sent,2022-08-24,Paid,No,Faizan,CANADA,TORONTO,Male,16,No,Bachelors,university of ottawa,ECONOMIC,ECONOMETRICS,NONE,Beginner (0 Years),growth,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,No comments
245,2022-09-03,09:21:53,No,Sent,2022-08-24,Paid,No,From a friend,PAKISTAN,KARACHI,Male,21,Yes,H.S.C,IBA,BACHELORS IN BUSINESS ADMINISTRATION,ALL OF THEM,I HAVE NEARLY COMPLETED THE SPECIALIZATION CALLED PYTHON FOR EVERYBODY,Beginner (0 Years),I aspire  to have a practical work experience for a career I have got immense motivation to pursue,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),None (0 Years),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
246,2022-09-04,07:18:26,No,Sent,2022-08-24,Paid,No,One of my friend recommended me to do this course together with them.,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,IBA,COMPUTER SCIENCE,COMPUTER SCIENCE,PYTHON & JAVA,Beginner (0 Years),I want to purse my career in the field of Data Sciences as after completing my recent course at Data Camp in the field of Data Analyst. I begin to find liking to this course. My passion is to build a software house that will be  providing data science solutions to other firms.,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
247,2022-09-07,09:39:50,No,Sent,2022-08-24,Paid,No,Friend,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,SZABIST,BSCS,NONE OF THEM,PYTHON AND JAVA,Beginner (0 Years),Learning new skills,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
